trial,F_hat,F_true,mean_alpha,error
75,0.011793304493098344,0.011932332340011283,0.5998967922957706,-0.00013902784691293898
76,0.011869771752685832,0.011203157365710955,0.6013361158247356,0.0006666143869748769
77,0.011771633328004738,0.011589274126080013,0.6005716922183583,0.0001823592019247252
78,0.012047414568549464,0.011991076557275698,0.6032549319439672,5.633801127376617e-05
79,0.010977686644481566,0.011327257710309005,0.5989047772032804,-0.0003495710658274389
80,0.011761313746591118,0.01123103994664633,0.599071192699866,0.000530273799944787
81,0.011239548784598985,0.011145484253710553,0.6005347334128849,9.406453088843178e-05
82,0.011264487791400712,0.01121342243868165,0.6022262778022173,5.1065352719061735e-05
83,0.010451633468573973,0.010997359184415079,0.6002010304596408,-0.0005457257158411055
84,0.011758370380376637,0.011228614985666662,0.6033498265049438,0.0005297553947099746
85,0.0103362471621396,0.0108129939672331,0.598818445568109,-0.00047674680509350066
86,0.010993693403531402,0.011532461236818264,0.5931270137945671,-0.0005387678332868621
87,0.010841542195619003,0.011211314229519603,0.5950895635117694,-0.0003697720339006002
88,0.012083419324329547,0.011734069391272832,0.6037120986691181,0.00034934993305671576
89,0.011225098704216063,0.011362319493422143,0.6003978717420325,-0.00013722078920607936
90,0.011586682769308132,0.012009639242518407,0.5999611964158622,-0.00042295647321027516
91,0.010996210917328664,0.011376460739354098,0.6012658470599536,-0.00038024982202543474
92,0.011823152093940192,0.011454996357020445,0.5989208315620026,0.00036815573691974766
93,0.010332212130510832,0.011140320343394426,0.6047796356251317,-0.0008081082128835945
94,0.011544141731273883,0.010908148730790546,0.6014389059591604,0.000635993000483337
95,0.01151897806577179,0.011711877063925137,0.6001524981049501,-0.0001928989981533468
96,0.012386116870809483,0.011780806244893612,0.6016420909882517,0.0006053106259158707
97,0.010825373151545581,0.011392896886909124,0.5983964123081212,-0.000567523735363543
98,0.01133927384559219,0.01152088374937692,0.5991117230130699,-0.00018160990378473033
99,0.011465139575836336,0.011290743435352678,0.6003129475538923,0.00017439614048365797
